STOP_FRISK_DATE,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG
6/2/2018,3:10:00,2018,June,Saturday,Based on C/W on Scene,APP,POM,67,SGT,67,Y,O,,,0,CPW,4,Y,,N,Y,CPW,N,,N,,S,,Y,Y,998623,171723,,PBBS,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,DE,CALM,38,MALE,BLACK,5.11,220,MED,BRO,BLD,,70,B,,1942 NOSTRAND AVENUE,,NOSTRAND AVENUE,N,Y,,,Y
6/2/2018,1:26:00,2018,June,Saturday,Based on Radio Run,APP,POM,71,LT,71,Y,O,P,PSB,2,CPW,4,Y,,N,N,,N,,Y,,,,Y,N,1003224,181035,,PBBS,BROOKLYN,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,,DE,CALM,26,MALE,BLACK,6,180,MED,ZZZ,BLK,,71,B,,UTICA AVENUE && EMPIRE BOULEVARD,,UTICA AVENUE,N,,,,N
6/2/2018,5:23:00,2018,June,Saturday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,,P,PSB,1,CPW,8,Y,,N,Y,ASSAULT,N,,Y,,,,Y,Y,1017078,180640,,PBBN,BROOKLYN,,,Y,,,Y,Y,,,,,Y,Y,,,,,,,,,Y,,,DE,AGGRESSIVE,33,MALE,BLACK,6,250,MED,BRO,BLK,,75,D,,WARWICK STREET && LINDEN BOULEVARD,,WARWICK STREET,Y,,Y,,Y
6/2/2018,2:20:00,2018,June,Saturday,Based on Self Initiated,APP,POM,801,LT,801,Y,,P,PSB,1,GRAND LARCENY AUTO,10,Y,,N,N,,N,,Y,,,,Y,Y,984175,184833,,PBBS,BROOKLYN,,,,,,,Y,,Y,,,,,,,,Y,,,Y,,,,,DE,NERVOUS,25,MALE,BLACK,5.1,150,MED,BLK,BLK,,76,D,,CENTRE STREET && HAMILTON AVENUE,,CENTRE STREET,N,,,,N
6/2/2018,0:58:00,2018,June,Saturday,Based on Radio Run,APP,POM,77,SGT,77,Y,O,H,Housing,1,CPW,3,Y,,N,N,,N,,N,,S,V,Y,N,1005573,184750,,PBBN,BROOKLYN,,,,,,,Y,,Y,,,Y,Y,,,,,Y,,,,,,,DE,CALM,38,MALE,BLACK,5.9,280,HEA,BRO,BLD,,77,D,,1371 SAINT MARKS AVENUE,,SAINT MARKS AVENUE,N,,,,N
6/2/2018,22:10:00,2018,June,Saturday,Based on Self Initiated,APP,SGT,187,LSA,187,Y,,H,Housing,5,CPW,5,Y,,N,N,,N,,N,,,V,Y,Y,1001187,184843,,PBBN,BROOKLYN,,,,,,,Y,,,,,Y,,,,,,Y,,,Y,,,,DE,HIGHLY UNCOOPERATIVE,35,FEMALE,BLACK,5.8,200,HEA,BRO,BLK,,77,C,,193 ALBANY AVENUE,,ALBANY AVENUE,N,,,,N
6/2/2018,21:40:00,2018,June,Saturday,Based on Self Initiated,APP,POM,79,SGT,77,Y,I,H,Housing,1,CPW,30,Y,,N,N,,N,,N,,S,V,Y,Y,1001940,184844,,PBBN,BROOKLYN,,,,,,,Y,,,Y,,,,,,,Y,,,,Y,,,,DE,CALM,17,MALE,BLACK,5.11,150,THN,BRO,BLK,,77,C,,162 TROY AVENUE,,TROY AVENUE,N,,,,N
6/2/2018,9:55:00,2018,June,Saturday,Based on Self Initiated,APP,POF,79,SGT,79,Y,,,,2,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,12,Y,,N,N,,N,,Y,,,,Y,N,996596,187093,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,Y,,,,,,,,,,,DE,CALM,42,FEMALE,WHITE HISPANIC,5.3,130,THN,BRO,BRO,,79,A,,FRANKLIN AVENUE && LEFFERTS PLACE,,FRANKLIN AVENUE,N,,,,N
6/2/2018,20:50:00,2018,June,Saturday,Based on Radio Run,APP,POM,84,SGT,84,Y,I,P,PSB,1,PETIT LARCENY,20,Y,,N,N,,N,,Y,,,,Y,N,988371,190876,,PBBN,BROOKLYN,,,,,,,Y,,,Y,,,,,,,Y,,,,,,,,DE,CALM,41,MALE,WHITE HISPANIC,6.2,150,THN,BLK,BLK,BLUE HOODIE,84,C,BASEMENT,503 FULTON STREET,,FULTON STREET,Y,,,,N
6/2/2018,0:23:00,2018,June,Saturday,Based on Radio Run,APP,POM,803,SGT,803,Y,O,H,Housing,1,CPW,8,Y,,N,N,,N,,N,,S,,Y,N,999705,195482,,PBBN,BROOKLYN,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,DE,COMBATIVE,23,MALE,BLACK,6,170,MED,BRO,ZZZ,RED DURAG,90,C,,30 MANHATTAN AVENUE,,MANHATTAN AVENUE,N,,,,N
6/2/2018,9:10:00,2018,June,Saturday,Based on Radio Run,APP,POF,90,SGT,90,N,O,P,PSB,1,ASSAULT,15,Y,,N,N,,N,,Y,,,,N,N,1001840,196939,,PBBN,BROOKLYN,,,Y,,,,,,,,,,,,,,Y,,,,,,,,DE,NORMAL,24,MALE,WHITE HISPANIC,5.2,150,MED,BLK,BLK,NONE,90,D,,306 JOHNSON AVENUE,,JOHNSON AVENUE,N,,,,N
6/2/2018,3:56:00,2018,June,Saturday,Based on Radio Run,APP,POM,110,SGT,110,Y,O,P,PSB,10,ASSAULT,29,Y,,Y,N,,N,,N,,S,,N,N,1019164,210169,,PBQN,QUEENS,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,18,FEMALE,WHITE HISPANIC,5.2,150,MED,BRO,BLN,,110,B,,FORLEY STREET && ELMHURSTAVENUE,,FORLEY STREET,N,,,,N
6/2/2018,3:56:00,2018,June,Saturday,Based on Radio Run,APP,POM,110,SGT,110,Y,,P,PSB,10,ASSAULT,29,Y,,Y,N,,N,,N,,S,,Y,N,1018183,211169,,PBQN,QUEENS,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,32,MALE,WHITE HISPANIC,5.7,150,MED,BRO,BLK,,110,B,,FORLEY STREET && ELMHURST AVENUE,,FORLEY STREET,N,,,,N
6/2/2018,3:56:00,2018,June,Saturday,Based on Radio Run,APP,POM,110,SGT,110,Y,O,P,PSB,10,ASSAULT,29,Y,,Y,N,,N,,N,,S,,Y,N,1019164,210169,,PBQN,QUEENS,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,31,MALE,WHITE HISPANIC,5.4,195,MED,BLK,BRO,,110,,,FORLEY STREET && ELMHURSTAVENUE,,FORLEY STREET,N,,,,N
6/2/2018,3:51:00,2018,June,Saturday,Based on Radio Run,APP,POM,110,SGT,110,Y,I,,,1,ASSAULT,5,Y,,Y,N,,N,,Y,,,,N,N,1018165,211923,,PBQN,QUEENS,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM/ CONFUSED,,FEMALE,WHITE HISPANIC,5.8,130,MED,BRO,BLK,,110,B,,88-28 ROOSEVELT AVENUE,,ROOSEVELT AVENUE,N,,,,N
6/2/2018,2:00:00,2018,June,Saturday,Based on Self Initiated,APP,POM,110,SGT,110,Y,,,,1,GRAND LARCENY,7,Y,,N,N,,N,,N,,S,V,Y,Y,1016436,211012,,PBQN,QUEENS,,,,,,,Y,,,,,,Y,,,,,Y,,,,,Y,,DE,CALM,30,MALE,BLACK,5.7,140,THN,BRO,BLK,NECK TATTOOS,110,A,,JUDGE STREET && BAXTER AVENUE,,JUDGE STREET,N,,,,N
6/2/2018,2:30:00,2018,June,Saturday,Based on Radio Run,APP,POM,114,SGT,114,N,I,H,Housing,1,ROBBERY,10,Y,,Y,Y,ROBBERY,N,,Y,,,,Y,Y,1002552,220933,,PBQN,QUEENS,,,,,,,Y,,,,,,Y,,,,,Y,,,,,Y,,DE,"NERVOUS, OUT OF BREATH",17,FEMALE,BLACK,5.5,120,THN,BRO,BLK,GREY SWEATER / WHITE SHIRT / HOLDING A BAG,114,D,6,3-10 ASTORIA BOULEVARD,,ASTORIA BOULEVARD,N,,,,N
6/2/2018,7:20:00,2018,June,Saturday,Based on Radio Run,APP,POM,114,SGT,114,N,O,,,1,ASSAULT,24,Y,,Y,Y,ASSAULT,N,,Y,,,,Y,Y,1006083,218648,,PBQN,QUEENS,,,Y,,,,Y,,Y,,,,Y,,,,Y,Y,,,,Y,,,DE,UPSET,21,MALE,BLACK,6.1,240,HEA,BLK,BLK,"BLACK DOORAG, BEARD, BLACK ADDIDAS PANTS WITH WHITE STRIPES, SWEATY DARK GREY SH",114,C,,31-14 30 AVENUE,,30 AVENUE,N,,,,N
6/2/2018,7:36:00,2018,June,Saturday,Based on C/W on Scene,APP,POM,114,SGT,114,N,O,P,PSB,1,ASSAULT,5,Y,,Y,Y,ASSAULT,N,,Y,,,,Y,Y,1006021,219164,,PBQN,QUEENS,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,Y,,,DE,"SWEATY, HEAVY BREATHING",18,MALE,BLACK,5.6,140,THN,BLK,BLK,LIGHT SKINNED / WHITE TSHIRT // BLUE SHORTS,114,C,,28-27 30 STREET,,30 STREET,N,,,,N
6/2/2018,3:40:00,2018,June,Saturday,Based on Radio Run,APP,POM,110,SGT,110,Y,O,P,PSB,10,ASSAULT,5,Y,,Y,N,,N,,Y,,,,N,N,1019302,213514,,PBQN,QUEENS,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM/CONFUSED,,FEMALE,WHITE HISPANIC,5.4,120,THN,BRO,BRO,,115,D,3F,35-06 94 STREET,,94 STREET,N,,,,N
6/2/2018,10:22:00,2018,June,Saturday,Based on Radio Run,APP,POM,446,SSA,446,Y,O,P,PSB,1,ASSAULT,8,Y,,N,Y,OTHER,N,,Y,,,,Y,Y,940886,167378,,PBSI,STATEN ISLAND,,,,,,,Y,,Y,,,,Y,,,,Y,Y,,,,Y,,,DE,NERVOUS,17,MALE,BLACK,5.5,140,U,BRO,BLK,YELLOW SKULL CAP,121,A,,2015 FOREST AVENUE,,FOREST AVENUE,N,,,,N
6/3/2018,19:45:00,2018,June,Sunday,Based on Radio Run,APP,POM,804,SGT,804,Y,I,H,Housing,1,CRIMINAL TRESPASS,22,Y,,N,N,,N,,Y,,,,Y,Y,990993,202311,,PBMS,MANHATTAN,,,Y,,,,Y,,,,,,,,,,,Y,,Y,,Y,,,DE,CALM,25,MALE,BLACK,6,180,MED,BRO,BLK,,9,A,,920 EAST 6 STREET,,EAST 6 STREET,N,,,,N
6/3/2018,14:27:00,2018,June,Sunday,Based on Self Initiated,APP,POM,849,LT,849,Y,S,T,Transit,1,CPW,5,Y,,N,N,,N,,Y,,,,N,N,988650,214286,,PBMS,MANHATTAN,,,,,Y,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,32,MALE,ASIAN / PACIFIC ISLANDER,5.9,150,THN,BRO,BLK,,14,E,,WEST 42 STREET && AVENUE OF THE AMERICAS,,WEST 42 STREET,N,,,,N
6/3/2018,7:03:00,2018,June,Sunday,Based on Radio Run,APP,POM,19,SGT,19,Y,,T,Transit,1,PETIT LARCENY,10,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,N,996551,223272,,PBMN,MANHATTAN,,,Y,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,AGITATED,33,MALE,BLACK HISPANIC,5.1,150,THN,BRO,BLK,WHITE T-SHIRT DARK JEANS,19,D,,EAST 86 STREET && LEXINGTON AVENUE,,EAST 86 STREET,N,,,,N
6/3/2018,21:10:00,2018,June,Sunday,Based on Radio Run,APP,DTS,23,SGT,23,N,O,P,PSB,1,PETIT LARCENY,5,Y,,N,Y,PETIT LARCENY,N,,Y,,,,Y,Y,1000846,226964,,PBMN,MANHATTAN,,,,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,CALM,38,MALE,BLACK,5.6,180,MED,BRO,BLK,,23,A,,EAST 106 STREET && 1 AVENUE,,EAST 106 STREET,N,,,,N
6/3/2018,19:20:00,2018,June,Sunday,Based on Self Initiated,APP,POM,806,SGT,806,Y,I,H,Housing,1,CPW,3,Y,,N,N,,N,,Y,,,,Y,N,1001695,241525,,PBMN,MANHATTAN,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,CALM,24,MALE,BLACK,6.1,180,THN,BLK,BLK,SCAR ON FACE,32,D,16TH FLOOR,2937 8 AVENUE,,8 AVENUE,N,,,,N
6/3/2018,17:47:00,2018,June,Sunday,Based on Radio Run,APP,POM,40,SGT,40,Y,,P,PSB,1,GRAND LARCENY,10,Y,,N,N,,N,,Y,,,,N,N,1004950,232897,,PBBX,BRONX,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,29,MALE,WHITE HISPANIC,5.8,190,MED,BRO,BLK,NONE,40,B,,WILLIS AVENUE && BRUCKNER BOULEVARD,,WILLIS AVENUE,N,,,,N
6/3/2018,1:30:00,2018,June,Sunday,Based on Radio Run,APP,POM,47,SGT,47,Y,O,P,PSB,1,CPW,10,Y,,N,N,,N,,Y,,,,Y,N,1022307,261515,,PBBX,BRONX,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,COOPERATIVE/UNDERSTANDING,25,MALE,BLACK,5.6,140,THN,BRO,BLK,"WHITE SHIRT, BLUE JEANS, RED SNEAKERS",47,A,,3825 WHITE PLAINS ROAD,,WHITE PLAINS ROAD,N,,,,N
6/3/2018,11:55:00,2018,June,Sunday,Based on Self Initiated,APP,POF,808,SGT,808,N,I,H,Housing,2,BURGLARY,5,Y,,N,N,,N,,Y,,,,N,N,1027383,261982,,PBBX,BRONX,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,NORMAL,63,MALE,BLACK HISPANIC,5.8,180,MED,BRO,GRY,,47,C,1A,1175 EAST 229 STREET,,EAST 229 STREET,N,,,,N
6/3/2018,22:50:00,2018,June,Sunday,Based on Self Initiated,APP,POF,49,SGT,49,Y,O,,,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,30,Y,,Y,N,,Y,MARIJUANA POSSESSION,Y,,,,Y,Y,1021708,248605,,PBBX,BRONX,,,,,,,Y,,,,,,,Y,,,,Y,,Y,,,,,DE,CALM,59,MALE,WHITE HISPANIC,5.8,170,THN,BRO,BRO,,49,A,,1933 WALLACE AVENUE,,WALLACE AVENUE,Y,,,,N
6/3/2018,22:50:00,2018,June,Sunday,Based on Self Initiated,APP,POF,49,SGT,49,Y,O,,,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,30,Y,,Y,Y,CRIMINAL POSSESSION OF MARIHUANA,N,,Y,,,,N,Y,1021708,248605,,PBBX,BRONX,,,,,,,Y,,,,,,,Y,,,,,,Y,,,Y,,DE,CALM,56,MALE,WHITE HISPANIC,5.11,140,THN,BRO,GRY,,49,A,,1933 WALLACE AVENUE,,WALLACE AVENUE,Y,,,,N
6/3/2018,20:44:00,2018,June,Sunday,Based on Radio Run,APP,POF,68,SGT,68,Y,O,P,PSB,5,FORCIBLE TOUCHING,1,Y,,N,Y,FORCIBLE TOUCHING,N,,Y,,,,N,Y,976845,170333,,PBBS,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,DE,COMPLIANT,43,MALE,WHITE,5.7,180,MED,HAZ,GRY,,68,I,,71 STREET && 3 AVENUE,,71 STREET,N,,,,N
6/3/2018,8:52:00,2018,June,Sunday,Based on Radio Run,APP,POM,73,SGT,73,Y,,,,1,GRAND LARCENY,10,Y,,N,N,,N,,Y,,,,N,N,1009568,187500,,PBBN,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,"CALM, COLLECTED, COOPERATING",29,MALE,WHITE HISPANIC,5.5,150,MED,BRO,BLK,,73,A,,SUMPTER STREET && STONE AVENUE,,SUMPTER STREET,N,,,,N
6/3/2018,12:27:00,2018,June,Sunday,Based on Radio Run,APP,POM,73,LT,73,Y,O,P,PSB,0,FORCIBLE TOUCHING,60,Y,,N,N,,N,,Y,,,,Y,N,1009659,184739,,PBBN,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,AGITATED,30,MALE,BLACK,5.11,160,MED,BRO,BLK,RED JACKET,73,A,,226 STONE AVENUE,,STONE AVENUE,N,,,,N
6/3/2018,18:17:00,2018,June,Sunday,Based on C/W on Scene,APP,POM,78,SGT,78,Y,I,P,PSB,1,CPW,10,Y,,N,N,,N,,Y,,,,Y,N,991330,187303,,PBBS,BROOKLYN,,,,,,,Y,,Y,,,,Y,,,,Y,Y,,,,,,,DE,CALM,27,MALE,BLACK,5.11,180,THN,BRO,BLK,,78,D,,CENTER DRIVE && SULLIVAN WALK,,CENTER DRIVE,N,,,,N
6/3/2018,13:35:00,2018,June,Sunday,Based on Radio Run,APP,POM,79,LT,79,Y,O,H,Housing,0,CPW,2,Y,,N,N,,N,,Y,,,,Y,N,995660,190849,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,DE,NERVOUS,19,MALE,BLACK,5.8,150,THN,BRO,,,79,B,,456 DE KALB AVENUE,,DE KALB AVENUE,N,,,,N
6/3/2018,15:30:00,2018,June,Sunday,Based on C/W on Scene,APP,POM,81,SGT,81,Y,,P,PSB,2,ASSAULT,5,Y,,N,Y,ASSAULT,N,,Y,,,,Y,Y,1007417,186764,,PBBN,BROOKLYN,,,,,,,Y,,Y,,,,Y,,,,,,,,,Y,,,DE,CALM,33,FEMALE,ASIAN / PACIFIC ISLANDER,,145,THN,BRO,BRO,RED JACKET,81,D,,202A SARATOGA AVENUE,,SARATOGA AVENUE,N,,,,N
6/3/2018,19:25:00,2018,June,Sunday,Based on Radio Run,APP,POM,110,SGT,110,Y,O,,,1,ASSAULT,5,Y,,N,N,,N,,Y,,,,N,N,1017133,211192,,PBQN,QUEENS,,,Y,,,,,,,,,,,,,,Y,,,,,,,,DE,AGGRESSIVE/AGGITATED,28,MALE,WHITE HISPANIC,6,180,THN,BRO,BRO,"BLUE HOOD JACKET, KHAKI SHORTS, GLASSES, BLUE HAT",110,A,,40-70 HAMPTON STREET,,HAMPTON STREET,N,,,,N
6/3/2018,1:31:00,2018,June,Sunday,Based on Radio Run,APP,POM,114,SGT,114,N,I,P,PSB,1,BURGLARY,1,Y,,Y,N,,N,,Y,,,,Y,N,1001076,216389,,PBQN,QUEENS,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,CALM/COOPERATIVE,61,MALE,WHITE,5.8,175,MED,BRO,GRY,"BLACK PLASTIC BAG AS RAIN JACKET, BLUE LONG SLEEVE SHIRT, BLUE JEANS, AND BLACK",114,D,,36-11 12 STREET,,12 STREET,N,,,,N
6/3/2018,1:31:00,2018,June,Sunday,Based on Radio Run,APP,POM,114,SGT,114,N,I,P,PSB,1,BURGLARY,1,Y,,Y,N,,N,,Y,,,,Y,N,1001076,216389,,PBQN,QUEENS,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,CALM/COPPERATIVE,55,MALE,WHITE,5.8,170,THN,BRO,BRO,"RED DRESS SHIRT, BLACK PANTS, AND BLACK BOOTS",114,D,,36-11 12 STREET,,12 STREET,N,,,,N
6/3/2018,20:06:00,2018,June,Sunday,Based on C/W on Scene,APP,POM,809,SGT,809,Y,O,H,Housing,2,ASSAULT,10,Y,,N,N,,N,,Y,,,,Y,Y,1003062,216584,,PBQN,QUEENS,,,,,,,Y,,,,,,,,,,Y,Y,,Y,,,,,DE,CALM,21,MALE,BLACK,5.6,140,THN,BRO,BLK,"BLACK HOODIE, BLUE JEANS,MULTI COLOR SNEAKERS",114,C,,34-34 24 STREET,,24 STREET,N,,,,N
6/4/2018,15:13:00,2018,June,Monday,Based on Radio Run,APP,POM,7,SGT,7,Y,S,T,Transit,1,GRAND LARCENY,7,Y,,N,N,,N,,Y,,,,N,N,987521,201066,,PBMS,MANHATTAN,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,20,MALE,BLACK,5.11,170,MED,BRO,BLK,,7,C,,DELANCEY STREET && ESSEX STREET,,DELANCEY STREET,N,,,,N
6/4/2018,2:00:00,2018,June,Monday,Based on C/W on Scene,APP,POM,863,SGT,863,Y,S,T,Transit,3,CPW,5,Y,,N,N,,N,,Y,,,,Y,Y,1001575,232339,,PBMN,MANHATTAN,,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,DE,FRUSTRATED,29,MALE,BLACK,5.3,210,HEA,BRO,BLK,,25,D,,EAST 125 STREET && LEXINGTON AVENUE,,EAST 125 STREET,N,,,,N
6/4/2018,18:25:00,2018,June,Monday,Based on C/W on Scene,APP,POM,25,SGT,25,Y,O,P,PSB,1,PETIT LARCENY,10,Y,,N,N,,N,,Y,,,,Y,N,1001104,234409,,PBMN,MANHATTAN,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,57,MALE,BLACK,6,182,THN,BRO,BLK,,25,C,,5 EAST 131 STREET,,EAST 131 STREET,N,,,,N
6/4/2018,18:40:00,2018,June,Monday,Based on C/W on Scene,APP,POM,25,LT,25,N,,P,PSB,5,CRIMINAL MISCHIEF,184,Y,,N,N,,N,,Y,,,,N,N,1001312,231864,,PBMN,MANHATTAN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,57,MALE,WHITE HISPANIC,5.8,130,THN,BRO,BLK,,25,B,,EAST 123 STREET && LEXINGTON AVENUE,,EAST 123 STREET,N,,,,N
6/4/2018,11:55:00,2018,June,Monday,Based on Self Initiated,APP,POM,808,LT,808,N,,H,Housing,1,CPW,5,Y,,N,N,,N,,Y,,,,Y,N,1021359,239236,,PBBX,BRONX,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,17,MALE,BLACK,6.1,160,THN,BRO,BLK,UKNOWN,43,A,,1762 STORY AVENUE,,STORY AVENUE,N,,,,N
6/4/2018,17:37:00,2018,June,Monday,Based on C/W on Scene,APP,POM,43,SGT,43,Y,,P,PSB,1,FORCIBLE TOUCHING,1,Y,,N,Y,FORCIBLE TOUCHING,N,,Y,,,,N,N,1026037,239249,,PBBX,BRONX,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,DE,NERVOUS,64,MALE,WHITE HISPANIC,6,160,THN,BRO,WHI,"BLUE SWEATER, BLUE JEANS, BLACK SNEAKERS, S&P HAIR (SHORT)",43,B,,CASTLE HILL AVENUE && LAFAYETTE AVENUE,,CASTLE HILL AVENUE,N,,,,N
6/4/2018,11:21:00,2018,June,Monday,Based on Radio Run,APP,POF,45,SGT,45,Y,O,P,PSB,5,CPW,10,Y,,N,N,,N,,Y,,,,Y,N,1031717,249845,,PBBX,BRONX,,,,,Y,,Y,,,,,,,,,Y,,,,,,,,,DE,UPSET,21,MALE,WHITE HISPANIC,5.6,190,MED,BRO,BRO,UNK,45,G,,3250 WESTCHESTER AVENUE,,WESTCHESTER AVENUE,N,,,,N
6/4/2018,22:05:00,2018,June,Monday,Based on Self Initiated,APP,POM,48,SGT,48,Y,,,,1,GRAND LARCENY AUTO,3,Y,,N,N,,N,,Y,,,,Y,N,1016779,247149,,PBBX,BRONX,,,Y,,,,,,,,,,,,,,Y,,,,,,,,DE,HE SEEMED ANNOYED,,MALE,BLACK,5.8,200,MED,BRO,BLK,UNK,48,D,,EAST 180 STREET && HONEYWELL AVENUE,,EAST 180 STREET,N,,,,N
6/4/2018,20:37:00,2018,June,Monday,Based on Radio Run,APP,POM,49,SGT,49,Y,I,P,PSB,1,CPW,6,Y,,N,N,,N,,Y,,,,Y,N,1020423,255276,,PBBX,BRONX,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,COOPERATIVE,45,MALE,BLACK,6,200,MED,BRO,BLK,BEARD,49,C,ROOFTOP,2851 BARKER AVENUE,,BARKER AVENUE,N,,,,N
6/4/2018,6:50:00,2018,June,Monday,Based on Radio Run,APP,POM,779,SGT,63,Y,,,,30,PETIT LARCENY,2,Y,,N,N,,N,,Y,,,,N,N,1003267,167204,,PBBS,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,,MALE,BLACK,5.1,180,THN,BRO,GRY,,63,C,,EAST 46 STREET && AVENUE K,,EAST 46 STREET,N,,,,N
